city,job_title,company,salary,location,experience,education,industry,salary_numeric,edu_code,exp_code
广州,Python数据分析师,广州埃浮盛网络科技有限公司,1-1.5万,广州,1-3年,本科,计算机软件,12.5,2.0,2.0
广州,销售运营专员(A96236),广州众山新材料股份有限公司,1.2-1.8万,广州,1-3年,本科,仪器仪表/工业自动化丨原材料和加工丨消费电子产品,15.0,2.0,2.0
广州,Python数据开发工程师-大数据部,中数通信息有限公司,8千-1.2万,广州,3-5年,本科,计算机软件,10.0,2.0,3.0
广州,技术开发顾问,广州杰锐体育设施有限公司,1-2万·13薪,广州,1-3年,大专,体育丨汽车研发/制造丨建材,16.25,1.0,2.0
广州,高级运维工程师,广州与搏科技有限公司,2-3万·15薪,广州,3-5年,本科,网络/信息安全丨计算机软件,31.25,2.0,3.0
广州,商务助理/项目助理,广州金穗隆信息科技股份有限公司,5-7千,广州,1-3年,本科,计算机硬件丨网络/信息安全丨人工智能,6.0,2.0,2.0
广州,ROS算法工程师（康复机器人经验，双休-广州）,广州欧迈志传感科技有限公司,1.2-1.5万,广州,1-3年,本科,仪器仪表/工业自动化,13.5,2.0,2.0
广州,高级Linux系统安全工程师,华腾建信科技有限公司,2.2-3.2万,广州,5-10年,本科,计算机软件,27.0,2.0,4.0
广州,数据分析工程师,中数通信息有限公司,8千-1.2万,广州,1-3年,本科,计算机软件,10.0,2.0,2.0
广州,大数据分析师,广州埃浮盛网络科技有限公司,1-1.5万,广州,1-3年,本科,计算机软件,12.5,2.0,2.0
广州,数据分析师,摩尼宝（宁波）国际贸易有限公司,8千-1万,广州,1-3年,本科,贸易/进出口,9.0,2.0,2.0
广州,数据分析工程师,广州博世舒适科技压缩机技术有限公司,1.3-2.2万·14薪,广州,1-3年,本科,机械/设备/重工,20.416666666666668,2.0,2.0
广州,数据分析师,庚恺（广州）网络科技工作室,9千-1.2万·13薪,广州,1-3年,本科,计算机软件,11.375,2.0,2.0
广州,数据分析师,广州易察市场研究有限公司,6-8千,广州,无经验,本科,云计算/大数据丨计算机服务,7.0,2.0,1.0
广州,数据分析师,广东健鸿智能科技服务有限公司,1.5-2万,广州,1-3年,本科,其他服务业,17.5,2.0,2.0
广州,数据分析师,广东长隆集团有限公司,1-1.3万,广州,3-5年,本科,酒店,11.5,2.0,3.0
广州,数据分析师,中准会计师事务所（特殊普通合伙）广东分所,5千-1万,广州,1-3年,本科,财务/审计/税务,7.5,2.0,2.0
广州,数据分析与BI工程师（现场面试）,深圳市法本信息技术股份有限公司,1-1.5万,广州,1-3年,本科,计算机软件,12.5,2.0,2.0
广州,资深数据分析师,天盛供应链（广州）有限公司,1.5-2万,广州,1-3年,本科,货运/物流/仓储,17.5,2.0,2.0
广州,高级数据分析师,广州易察市场研究有限公司,1-1.2万,广州,3-5年,本科,云计算/大数据丨计算机服务,11.0,2.0,3.0
广州,数据分析工程师 (MJ004265),中金支付有限公司,1.5-2万·13薪,广州,1-3年,本科,互联网金融/小额贷款丨计算机服务,18.958333333333332,2.0,2.0
广州,电商数据分析师,广州先迈商贸有限公司,8千-1.3万,广州,1-3年,本科,新媒体,10.5,2.0,2.0
广州,业务数据分析师,友邦资讯科技（广州）有限公司,1-1.6万,广州,3-5年,本科,计算机软件丨计算机服务,13.0,2.0,3.0
广州,IT数据分析岗（2026届校招）,泰康人寿保险有限责任公司广东分公司,8千-1万·14薪,广州,无经验,本科,保险,10.5,2.0,1.0
广州,BI数据分析师,广东健元药业有限公司,8千-1.5万,广州,1-3年,本科,制药/生物工程,11.5,2.0,2.0
广州,数据分析工程师(珠海莫仕),珠海保税区光联通讯技术有限公司,1-1.6万,广州,1-3年,本科,通信/网络设备,13.0,2.0,2.0
广州,算法工程师（数据分析方向）,前锦网络信息技术（上海）有限公司,30-50万/年,广州,3-5年,本科,人力资源服务,33.333333333333336,2.0,3.0
广州,python开发工程师,广州海颐软件有限公司,8千-1.5万,广州,1-3年,本科,计算机软件,11.5,2.0,2.0
广州,Python 全栈开发工程师（AI 方向）,康方药业有限公司,9千-1.8万,广州,1-3年,本科,制药/生物工程丨医疗设备/器械丨新能源,13.5,2.0,2.0
广州,高级数据分析师（电商方向）,前锦网络信息技术（上海）有限公司,1.5-2.5万·14薪,广州,3-5年,本科,人力资源服务,23.333333333333332,2.0,3.0
广州,数据分析专员,威凯检测技术有限公司,7千-1万,广州,1-3年,本科,检测/认证,8.5,2.0,2.0
广州,视频行为分析方向编程工程师（技术能力侧重）,苏交科集团股份有限公司,25-30万/年,广州,3-5年,本科,检测/认证,22.916666666666668,2.0,3.0
广州,资深数据分析师,天盛供应链（广州）有限公司,1.5-2万,广州,1-3年,本科,货运/物流/仓储,17.5,2.0,2.0
广州,python高级开发工程师,广州汇泽信息科技有限公司,8千-1.5万,广州,1-3年,本科,计算机软件,11.5,2.0,2.0
广州,用户数据分析预测及运营中级工程师,广州汽车集团股份有限公司,1.8-2.5万,广州,1-3年,本科,云计算/大数据丨人工智能丨汽车研发/制造,21.5,2.0,2.0
广州,数据分析,广州龙骐贸易有限公司,5-7千,广州,1-3年,本科,互联网/电子商务,6.0,2.0,2.0
广州,python开发工程师,广州海颐软件有限公司,1.1-2万,广州,1-3年,大专,计算机软件,15.5,1.0,2.0
广州,数据分析师,广州穗华能源科技有限公司,1-2万·13薪,广州,无经验,本科,电气/电力/水利丨新能源,16.25,2.0,1.0
广州,AI应用开发工程师,广东亚太天能科技股份有限公司,8千-1万,广州,3-5年,本科,电子/半导体/集成电路,9.0,2.0,3.0
广州,AI应用工程师,广州视声智能股份有限公司,1-1.5万,广州,1-3年,本科,电子/半导体/集成电路,12.5,2.0,2.0
广州,数据安全工程师,星河智联汽车科技有限公司,1.5-2.7万·15薪,广州,1-3年,本科,汽车研发/制造,26.25,2.0,2.0
广州,数据中心暖通测试/认证工程师,公诚管理咨询有限公司,9-15万/年,广州,1-3年,本科,人力资源服务,10.0,2.0,2.0
广州,数据工程师（Data）,珠海爱浦京软件股份有限公司,1.3-1.8万,广州,3-5年,本科,银行,15.5,2.0,3.0
广州,数据工程师,广州岭南商旅科技有限公司,15-25万/年,广州,3-5年,本科,批发/零售,16.666666666666668,2.0,3.0
广州,生物统计工程师,百奥泰生物制药股份有限公司,1-2万,广州,1-3年,本科,制药/生物工程,15.0,2.0,2.0
广州,高级运维工程师,广州与搏科技有限公司,2-3万·15薪,广州,3-5年,本科,网络/信息安全丨计算机软件,31.25,2.0,3.0
广州,技术开发顾问,广州杰锐体育设施有限公司,1-2万·13薪,广州,1-3年,大专,体育丨汽车研发/制造丨建材,16.25,1.0,2.0
广州,HMI前端3D实时设计工程师,法雷奥舒适驾驶辅助系统（广州）有限公司,1.5-2.7万·14薪,广州,1-3年,本科,汽车零部件,24.5,2.0,2.0
广州,道路检测工程师（2名）,苏交科集团股份有限公司,8千-1.2万,广州,5-10年,大专,检测/认证,10.0,1.0,4.0
广州,药企IT,广州市锐博生物科技有限公司,8千-1.5万,广州,3-5年,大专,制药/生物工程,11.5,1.0,3.0
广州,高级硬件测试工程师,广州超视计生物科技有限公司,1-1.6万·13薪,广州,3-5年,本科,医疗设备/器械,14.083333333333334,2.0,3.0
广州,上位机软件开发,广州维高集团有限公司,1-1.5万·13薪,广州,1-3年,本科,汽车零部件,13.541666666666666,2.0,2.0
广州,品保体系工程师,广州汇侨电子有限公司,6-8千,广州,1-3年,本科,电子/半导体/集成电路,7.0,2.0,2.0
广州,数据工程工程师（人体实测数据采集方向）,广州汇瀛科技发展有限公司,2-3万·15薪,广州,1-3年,本科,专业服务(咨询、人力资源、财会),31.25,2.0,2.0
广州,高级AIGC数据工程师,广州市斯睿特智能科技有限公司,2.5-3.5万,广州,3-5年,本科,人工智能丨仪器仪表/工业自动化,30.0,2.0,3.0
广州,CQE工程师(A56054),广州众山新材料股份有限公司,1.2-1.6万,广州,1-3年,大专,仪器仪表/工业自动化丨原材料和加工丨消费电子产品,14.0,1.0,2.0
广州,数据工程师（数据专员））,广州邦禾检测技术有限公司,7-9千·13薪,广州,3-5年,大专,检测/认证,8.666666666666666,1.0,3.0
广州,大数据工程师（架构方向）,广州家悦行智能科技有限公司,2-3.5万,广州,1-3年,本科,工程施工丨电气/电力/水利,27.5,2.0,2.0
广州,大数据工程师（学习、算法方向）,广州家悦行智能科技有限公司,2-3.5万,广州,1-3年,本科,工程施工丨电气/电力/水利,27.5,2.0,2.0
广州,客户品质工程师,广州市雄兵汽车部件有限公司,5千-1万,广州,1-3年,大专,汽车零部件,7.5,1.0,2.0
广州,初级大数据工程师,顺丰速运有限公司,8千-1万,广州,1-3年,本科,货运/物流/仓储,9.0,2.0,2.0
广州,安装造价工程师,广州众寻企业管理咨询有限公司,8千-1.2万,广州,1-3年,大专,房地产开发丨工程施工丨建筑工程检测,10.0,1.0,2.0
广州,汽车数据工程师,武汉欧可道企业管理咨询有限公司,1.2-1.6万·14薪,广州,1-3年,本科,机械/设备/重工丨仪器仪表/工业自动化,16.333333333333332,2.0,2.0
广州,数据工程师,广州新锐光掩模科技股份有限公司,8千-1.2万,广州,1-3年,本科,电子/半导体/集成电路,10.0,2.0,2.0
广州,海外光储售后技术工程师,广州市虎头新能源科技有限公司,1.2-1.5万,广州,1-3年,本科,新能源,13.5,2.0,2.0
广州,PLM系统开发工程师,广州融捷能源科技有限公司,1-1.8万,广州,1-3年,本科,新能源,14.0,2.0,2.0
广州,高级Linux系统安全工程师,华腾建信科技有限公司,2.2-3.2万,广州,5-10年,本科,计算机软件,27.0,2.0,4.0
广州,图像算法工程师,美茵（广州）医疗器械技术有限公司,1.5-3万,广州,3-5年,本科,医疗设备/器械,22.5,2.0,3.0
广州,具身智能VLA算法工程师,广电运通集团股份有限公司,2-2.7万,广州,1-3年,硕士,机械/设备/重工丨人工智能丨银行,23.5,3.0,2.0
广州,数据分析工程师 (MJ004265),中金支付有限公司,1.5-2万·13薪,广州,1-3年,本科,互联网金融/小额贷款丨计算机服务,18.958333333333332,2.0,2.0
广州,数据治理工程师,广州汇元数据技术有限公司,1-2万,广州,1-3年,本科,网络/信息安全丨计算机硬件丨计算机软件,15.0,2.0,2.0
广州,模具CNC编程工程师,广州斯坦雷电气有限公司,15-18万/年,广州,1-3年,本科,汽车研发/制造丨汽车零部件丨仪器仪表/工业自动化,13.75,2.0,2.0
广州,ROS算法工程师（康复机器人经验，双休-广州）,广州欧迈志传感科技有限公司,1.2-1.5万,广州,1-3年,本科,仪器仪表/工业自动化,13.5,2.0,2.0
广州,嵌入式软件工程师（音频/短距方向）,国光电器股份有限公司,1.2-2.4万,广州,1-3年,本科,机械/设备/重工丨消费电子产品丨电子/半导体/集成电路,18.0,2.0,2.0
广州,高级结构工程师,广州南盾通讯设备有限公司,1.2-1.6万,广州,3-5年,本科,通信/网络设备丨机械/设备/重工,14.0,2.0,3.0
广州,研发高级/资深工程师（压合/镭射）,广州兴森快捷电路科技有限公司,1.5-2.5万·14薪,广州,3-5年,本科,计算机软件,23.333333333333332,2.0,3.0
广州,注塑调机员,广州市蔼洋塑料工业有限公司,7千-1万·13薪,广州,1-3年,中技/中专,原材料和加工,9.208333333333334,2.0,2.0
广州,算法工程师（数据分析方向）,前锦网络信息技术（上海）有限公司,30-50万/年,广州,3-5年,本科,人力资源服务,33.333333333333336,2.0,3.0
广州,数据治理工程师,五羊━本田摩托（广州）有限公司,1.5-2.5万,广州,5-10年,本科,汽车研发/制造,20.0,2.0,4.0
广州,BI数据处理工程师（大数据处理）,广州融捷能源科技有限公司,9千-1.8万,广州,1-3年,大专,新能源,13.5,1.0,2.0
广州,机器学习平台研发工程师,深圳市南电云商有限公司,1-2万,广州,1-3年,本科,计算机软件丨人工智能丨计算机服务,15.0,2.0,2.0
广州,Python软件开发工程师（机器学习方向）,泓慧睿吉（广州）生物科技有限责任公司,1.5-2万,广州,1-3年,本科,医疗设备/器械,17.5,2.0,2.0
广州,AI应用工程师/主管/经理,珠海雅莎生物科技股份有限公司,1.5-2.5万,广州,1-3年,本科,医疗美容,20.0,2.0,2.0
广州,图像算法工程师,美茵（广州）医疗器械技术有限公司,1.5-3万,广州,3-5年,本科,医疗设备/器械,22.5,2.0,3.0
广州,具身智能VLA算法工程师,广电运通集团股份有限公司,2-2.7万,广州,1-3年,硕士,机械/设备/重工丨人工智能丨银行,23.5,3.0,2.0
广州,初级AI开发工程师（广州）,凯通科技股份有限公司,9千-1.4万,广州,1-3年,本科,计算机软件丨人工智能,11.5,2.0,2.0
广州,机器学习工程师（MLOps),友邦资讯科技（广州）有限公司,1.5-2.8万·13薪,广州,1-3年,硕士,计算机软件丨计算机服务,23.291666666666668,3.0,2.0
广州,ROS算法工程师（康复机器人经验，双休-广州）,广州欧迈志传感科技有限公司,1.2-1.5万,广州,1-3年,本科,仪器仪表/工业自动化,13.5,2.0,2.0
广州,AI硬件工程师,广州市番禺致丰微电器有限公司,2-3.6万,广州,1-3年,本科,新能源,28.0,2.0,2.0
广州,AI应用工程师、AI agent开发工程师,广州汇元数据技术有限公司,1-2万,广州,1-3年,本科,网络/信息安全丨计算机硬件丨计算机软件,15.0,2.0,2.0
广州,AI应用工程师,广东亿迅科技有限公司,1.6-2.5万,广州,1-3年,本科,计算机软件丨通信/网络设备丨运营商/增值服务,20.5,2.0,2.0
广州,人工智能工程师,广东顺畅科技有限公司,1.5-2.5万·13薪,广州,1-3年,本科,计算机软件,21.666666666666668,2.0,2.0
广州,AI应用工程师,广州医药股份有限公司,8千-1.2万,广州,1-3年,本科,制药/生物工程,10.0,2.0,2.0
广州,AI应用工程师,德熙数字科技（广州）有限公司,1.5-1.8万,广州,3-5年,本科,人工智能,16.5,2.0,3.0
广州,AI应用工程师,广州视声智能股份有限公司,1-1.5万,广州,1-3年,本科,电子/半导体/集成电路,12.5,2.0,2.0
广州,ai工程师,广州星驰技术有限公司,1.2-2万,广州,1-3年,本科,电子商务,16.0,2.0,2.0
广州,AI 工程师,贝恩医疗设备（广州）有限公司,1.5-2.5万,广州,1-3年,本科,医疗设备/器械,20.0,2.0,2.0
广州,AI专员,广州杜若方洲电子商务有限公司,1-1.5万·13薪,广州,1-3年,本科,电子商务,13.541666666666666,2.0,2.0
广州,ai工程师,广州市拓璞电器发展有限公司,1-2万,广州,1-3年,本科,家居/家具/家电,15.0,2.0,2.0
广州,AI应用开发工程师,广州市科进计算机技术有限公司,8千-1.6万·13薪,广州,1-3年,本科,计算机软件,13.0,2.0,2.0
广州,ai工程师,广州市拓璞电器发展有限公司,1-2万,广州,1-3年,本科,家居/家具/家电,15.0,2.0,2.0
广州,AI工程师,广州市浩洋电子股份有限公司,1.5-2.5万,广州,1-3年,本科,电子/半导体/集成电路,20.0,2.0,2.0
广州,初级AI开发工程师（广州）,凯通科技股份有限公司,9千-1.4万,广州,1-3年,本科,计算机软件丨人工智能,11.5,2.0,2.0
广州,AI,深圳市法本信息技术股份有限公司,1.5-1.6万,广州,1-3年,本科,计算机软件,15.5,2.0,2.0
广州,AI 应用工程师,广州维高集团有限公司,9千-1.2万·13薪,广州,1-3年,大专,汽车零部件,11.375,1.0,2.0
广州,AI工程师,广州鲁邦通物联网科技股份有限公司,1.5-2万·13薪,广州,1-3年,本科,通信/网络设备,18.958333333333332,2.0,2.0
广州,AI 专员,广州莱佛士设计培训学院,9千-1万,广州,1-3年,本科,教育/培训/院校,9.5,2.0,2.0
广州,大模型应用工程师（英文/银行）,恩士迅信息科技（中国）有限责任公司,1.5-3万,广州,1-3年,本科,计算机服务,22.5,2.0,2.0
广州,Ai自动化工程师,广州美聚优选影视传媒有限公司,2-4万,,1-3年,大专,文化艺术/娱乐,30.0,1.0,2.0
广州,ai工程师,广州思派智能识别技术有限公司,8-8.5千,广州,1-3年,本科,电子技术/半导体/集成电路,8.25,2.0,2.0
广州,Ai训练师,广州市洲际物业管理有限公司越秀分公司,8千-1.2万,广州,1-3年,本科,物业服务,10.0,2.0,2.0
广州,AI应用专员,广州扬帆钢铁贸易有限公司,6千-1万,广州,无经验,本科,批发/零售,8.0,2.0,1.0
广州,智能工具智能体研发岗,中国联合网络通信有限公司广东省分公司,1.2-1.6万,广州,1-3年,本科,通信/电信/网络设备,14.0,2.0,2.0
广州,AI专员,广州领航智能制造有限公司,7-9千·13薪,广州,1-3年,大专,电子技术/半导体/集成电路,8.666666666666666,1.0,2.0
广州,数据科学家,友邦资讯科技（广州）有限公司,1.5-2.8万·13薪,广州,1-3年,硕士,计算机软件丨计算机服务,23.291666666666668,3.0,2.0
广州,Data Scientist,星展科技产业（中国）有限公司,2-3.5万,广州,3-5年,本科,银行,27.5,2.0,3.0
广州,AI运用管培生,广州耀跃电子商务有限公司,6-8千,广州,1-3年,本科,电子商务,7.0,2.0,2.0
广州,AI专员,慧创精供（广州）供应链管理有限公司,5-7千,广州,无经验,大专,货运/物流/仓储,6.0,1.0,1.0
广州,AI客服机器人训练师,广州威诺动物药业有限公司,8千-1.1万,广州,1-3年,本科,电子商务,9.5,2.0,2.0
广州,项目创始人（政府 / 民生/交通 / AI / 机器人 /游戏）,广东城市智慧物联网技术有限公司,5千-1万,广州,1-3年,本科,计算机服务丨人工智能丨其他专业服务,7.5,2.0,2.0
广州,AI应用工程师/主管/经理,珠海雅莎生物科技股份有限公司,1.5-2.5万,广州,1-3年,本科,医疗美容,20.0,2.0,2.0
广州,具身智能VLA算法工程师,广电运通集团股份有限公司,2-2.7万,广州,1-3年,硕士,机械/设备/重工丨人工智能丨银行,23.5,3.0,2.0
广州,图像算法工程师,美茵（广州）医疗器械技术有限公司,1.5-3万,广州,3-5年,本科,医疗设备/器械,22.5,2.0,3.0
广州,AI硬件工程师,广州市番禺致丰微电器有限公司,2-3.6万,广州,1-3年,本科,新能源,28.0,2.0,2.0
广州,高级AI算法工程师,泰思通软件（江西）有限公司,1.5-2.5万,广州,1-3年,硕士,计算机软件,20.0,3.0,2.0
广州,AI算法工程师,广州莱博尔智创科学技术有限公司,2-3万,广州,3-5年,本科,人工智能,25.0,2.0,3.0
广州,AI算法工程师,广州市高科通信技术股份有限公司,2.5-3.5万,广州,3-5年,本科,通信/电信/网络设备,30.0,2.0,3.0
广州,AI算法工程师,前锦网络信息技术（上海）有限公司,2.5-3万,广州,1-3年,硕士,人力资源服务,27.5,3.0,2.0
广州,AI算法工程师（大模型方向）(J10405),广州市奥威亚电子科技有限公司,1.5-3万·15薪,广州,1-3年,硕士,计算机硬件丨计算机软件丨计算机服务,28.125,3.0,2.0
广州,AI算法工程师,利德健康科技（广州）有限公司,2-3万·15薪,广州,3-5年,硕士,医疗设备/器械,31.25,3.0,3.0
广州,AI算法高级工程师,超音速人工智能科技股份有限公司,1.5-2.5万,广州,1-3年,硕士,人工智能,20.0,3.0,2.0
广州,研究助理（AI 算法工程师）,香港科技大学（广州）,1-2万,广州,1-3年,硕士,院校,15.0,3.0,2.0
广州,AI算法工程师,广州航新航空科技股份有限公司,1.5-2.5万·15薪,广州,3-5年,本科,电子/半导体/集成电路丨船舶/航空/航天丨通信/网络设备,25.0,2.0,3.0
广州,AI算法工程师,深圳市恒双展业科技有限公司,1-1.2万,广州,1-3年,本科,通信/网络设备,11.0,2.0,2.0
广州,AI算法工程师（运动视频分析方向）,广州市易鸿智能装备股份有限公司,1.8-2.5万,广州,1-3年,硕士,机械/设备/重工,21.5,3.0,2.0
广州,AI算法工程师,广东华南水电高新技术开发有限公司,1.2-1.8万,广州,无经验,硕士,电气/电力/水利,15.0,3.0,1.0
广州,AI算法工程师,广东德生科技股份有限公司,1.2-2.4万,广州,无经验,本科,计算机软件丨计算机服务,18.0,2.0,1.0
广州,AI算法材料工程师,广州恒晶智创科技发展有限公司,2.5-3万,广州,1-3年,硕士,人工智能,27.5,3.0,2.0
广州,AI算法专家,广州广日股份有限公司,30-60万/年,广州,无经验,博士,机械/设备/重工,37.5,4.0,1.0
广州,AI算法工程师（具身智能/机器人方向）,广州纳立多科技有限公司,1.5-3万,广州,3-5年,硕士,人工智能,22.5,3.0,3.0
广州,AI算法工程师（具身智能/机器人方向）,广州纳立多科技有限公司,1.5-3万,广州,3-5年,硕士,人工智能,22.5,3.0,3.0
广州,AI算法专家,广州广日股份有限公司,30-60万/年,广州,无经验,博士,机械/设备/重工,37.5,4.0,1.0
广州,水利+AI算法开发工程师,珠江水利委员会珠江水利科学研究院,1.5-2.5万·16薪,广州,1-3年,硕士,政府/公共事业,26.666666666666668,3.0,2.0
广州,AI算法工程师（智能制造方向）,捷普电子（广州）有限公司,2.8-3.5万,广州,1-3年,本科,电子/半导体/集成电路,31.5,2.0,2.0
广州,自动驾驶\.AI算法开发(J11646),东风汽车有限公司东风日产乘用车公司,1.6-3万,广州,1-3年,本科,汽车研发/制造,23.0,2.0,2.0
广州,AI视频分析/生成算法工程师,广州市斯睿特智能科技有限公司,2-4万,广州,1-3年,硕士,人工智能丨仪器仪表/工业自动化,30.0,3.0,2.0
广州,人工智能算法工程师,航天云网数据研究院（广东）有限公司,1.5-2.5万,广州,1-3年,硕士,计算机软件,20.0,3.0,2.0
广州,AI大模型算法工程师,友邦资讯科技（广州）有限公司,2.5-4万·13薪,广州,3-5年,本科,计算机软件丨计算机服务,35.208333333333336,2.0,3.0
广州,AI应用开发工程师（广州）,深圳市现代农业装备研究院,1.5-3万,广州,1-3年,硕士,人工智能丨农/林/牧/渔丨政府/公共事业,22.5,3.0,2.0
广州,人工智能工程师,广州济达信息科技有限公司,2-4万,广州,1-3年,本科,在线教育,30.0,2.0,2.0
广州,AI应用工程师（多模态金融合规方向） (MJ004460),广电运通集团股份有限公司,1.5-2.5万,广州,1-3年,硕士,机械/设备/重工丨人工智能丨银行,20.0,3.0,2.0
广州,大模型算法工程师,广东德生科技股份有限公司,1.5-2万,广州,1-3年,硕士,计算机软件丨计算机服务,17.5,3.0,2.0
广州,中级深度学习算法工程师,广州市新文溯科技有限公司,1.7-3.4万·15薪,广州,3-5年,硕士,计算机软件,31.875,3.0,3.0
广州,NLP自然语言处理算法工程师（知识图谱方向）,广州国家实验室,20-35万/年,广州,3-5年,硕士,学术/科研,22.916666666666668,3.0,3.0
广州,算法工程师,广东科耀智能科技有限公司,2.5-3.5万,广州,1-3年,硕士,计算机软件,30.0,3.0,2.0
广州,算法工程师,白云电气集团有限公司,1.5-2.5万,广州,1-3年,硕士,新能源,20.0,3.0,2.0
广州,NLP与大模型算法工程师,广东美亚旅游科技集团股份有限公司,1.6-2万·13薪,广州,1-3年,本科,旅游,19.5,2.0,2.0
广州,高级算法工程师,深圳市南电云商有限公司,1.8-2.3万,广州,3-5年,本科,计算机软件丨人工智能丨计算机服务,20.5,2.0,3.0
广州,VLA算法工程师,湛江尚铭思科技服务有限公司,3-5万,广州,1-3年,硕士,人工智能,40.0,3.0,2.0
广州,项目经理,云南电力技术有限责任公司,15.6-25.2万/年,广州,1-3年,本科,计算机软件丨电子商务丨网络/信息安全,17.0,2.0,2.0
广州,大数据开发工程师,航天云网数据研究院（广东）有限公司,1-1.8万,广州,1-3年,本科,计算机软件,14.0,2.0,2.0
广州,Python数据开发工程师-大数据部,中数通信息有限公司,8千-1.2万,广州,3-5年,本科,计算机软件,10.0,2.0,3.0
广州,大数据开发工程师,广东华智科技有限公司,1-2万,广州,1-3年,本科,云计算/大数据丨计算机服务,15.0,2.0,2.0
广州,数据开发工程师-大数据部,中数通信息有限公司,8千-1.2万,广州,1-3年,本科,计算机软件,10.0,2.0,2.0
广州,大数据开发工程师,广州润和颐能软件技术有限公司,9千-1.5万,广州,1-3年,本科,计算机软件,12.0,2.0,2.0
广州,大数据开发工程师,广州图灵科技有限公司,1-1.5万,广州,1-3年,本科,证券/期货,12.5,2.0,2.0
广州,大数据开发工程师,佰聆数据股份有限公司北京分公司,1-1.5万,广州,1-3年,大专,人工智能丨云计算/大数据,12.5,1.0,2.0
广州,大数据开发工程师,广东触电传媒科技有限公司,1.5-2.5万,广州,1-3年,本科,新闻/出版,20.0,2.0,2.0
广州,AI应用工程师/主管/经理,珠海雅莎生物科技股份有限公司,1.5-2.5万,广州,1-3年,本科,医疗美容,20.0,2.0,2.0
广州,数据开发与运用工程师,五羊━本田摩托（广州）有限公司,1.2-2万,广州,无经验,本科,汽车研发/制造,16.0,2.0,1.0
广州,数据开发工程师,中数通信息有限公司,1-1.5万,广州,5-10年,本科,计算机软件,12.5,2.0,4.0
广州,数据开发工程师,广州图灵科技有限公司,1-1.5万,广州,1-3年,本科,证券/期货,12.5,2.0,2.0
广州,初级大数据工程师,顺丰速运有限公司,8千-1万,广州,1-3年,本科,货运/物流/仓储,9.0,2.0,2.0
广州,BI数据处理工程师（大数据处理）,广州融捷能源科技有限公司,9千-1.8万,广州,1-3年,大专,新能源,13.5,1.0,2.0
广州,大数据讲师（大学老师）,广东百捷教育投资有限公司,7千-1.1万,广州,1-3年,本科,教育/培训/院校,9.0,2.0,2.0
广州,大数据工程师（学习、算法方向）,广州家悦行智能科技有限公司,2-3.5万,广州,1-3年,本科,工程施工丨电气/电力/水利,27.5,2.0,2.0
广州,大数据工程师（架构方向）,广州家悦行智能科技有限公司,2-3.5万,广州,1-3年,本科,工程施工丨电气/电力/水利,27.5,2.0,2.0
广州,运维工程师（大数据）,广东亿迅科技有限公司,1-1.2万,广州,3年,本科,计算机软件丨通信/网络设备丨运营商/增值服务,11.0,2.0,1.0
广州,java开发工程师(大数据),集思迪（大连）软件科技有限责任公司,1-1.4万,广州,3-5年,大专,计算机软件,12.0,1.0,3.0
广州,java开发工程师（下属大数据公司外包岗位）,广州南沙开发建设集团有限公司,11-20万/年,广州,1-3年,本科,房地产开发,12.916666666666666,2.0,2.0
广州,数智赋能业务部负责人（大数据公司）,广州南沙开发建设集团有限公司,20-40万/年,广州,3-5年,本科,房地产开发,25.0,2.0,3.0
广州,高级C++开发工程师-大数据部,中数通信息有限公司,1.3-1.5万,广州,3-5年,本科,计算机软件,14.0,2.0,3.0
广州,数据工程师,广州岭南商旅科技有限公司,15-25万/年,广州,3-5年,本科,批发/零售,16.666666666666668,2.0,3.0
广州,数据分析师,中准会计师事务所（特殊普通合伙）广东分所,5千-1万,广州,1-3年,本科,财务/审计/税务,7.5,2.0,2.0
广州,业务工程师（业务运营岗-数据运营）,广东省信息网络有限公司,1-2万,广州,1-3年,本科,计算机软件,15.0,2.0,2.0
广州,Java开发工程师(实习),云润大数据服务有限公司,2.5-5千,广州,无经验,,计算机软件,3.75,2.0,1.0
广州,数据分析工程师,中数通信息有限公司,8千-1.2万,广州,1-3年,本科,计算机软件,10.0,2.0,2.0
广州,python高级开发工程师,广州汇泽信息科技有限公司,8千-1.5万,广州,1-3年,本科,计算机软件,11.5,2.0,2.0
广州,软件开发工程师,北京唯正科技有限公司,8千-1万,广州,1-3年,本科,计算机软件,9.0,2.0,2.0
广州,运维开发工程师,深圳市南电云商有限公司,7千-1.2万,广州,无经验,本科,计算机软件丨人工智能丨计算机服务,9.5,2.0,1.0
广州,用户数据分析预测及运营中级工程师,广州汽车集团股份有限公司,1.8-2.5万,广州,1-3年,本科,云计算/大数据丨人工智能丨汽车研发/制造,21.5,2.0,2.0
广州,数据分析工程师,广州博世舒适科技压缩机技术有限公司,1.3-2.2万·14薪,广州,1-3年,本科,机械/设备/重工,20.416666666666668,2.0,2.0
广州,数据治理工程师,广州纳诺新材料技术有限公司,1.5-2.5万,广州,3-5年,本科,化工,20.0,2.0,3.0
广州,数据架构师,广州医药股份有限公司,1.5-2万,广州,3-5年,本科,制药/生物工程,17.5,2.0,3.0
广州,数据分析师,广东健鸿智能科技服务有限公司,1.5-2万,广州,1-3年,本科,其他服务业,17.5,2.0,2.0
广州,数据治理工程师,广州交易集团有限公司,15-30万/年,广州,1-3年,本科,交通/运输/客运丨货运/物流/仓储丨企业服务,18.75,2.0,2.0
